link_id,scenario,tx_power_dbm,rx_sensitivity_dbm,system_margin_db,fiber_length_km,fiber_att_db_per_km,n_splice,splice_loss_db,n_connector,connector_loss_db,splitter_loss_db,other_loss_db
link_00989,base,2,-20,4,6.35,0.2,2,0.142,6,0.232,2.0,0.94
link_00990,base,4,-28,4,39.58,0.5,13,0.094,6,0.268,1.0,1.09
link_00991,base,4,-27,2,22.08,0.2,7,0.07,4,0.468,1.5,1.94
link_00992,base,2,-29,3,23.6,0.5,7,0.069,4,0.371,2.0,1.25
link_00993,base,4,-27,5,15.55,0.5,5,0.113,2,0.371,1.0,1.96
link_00994,base,2,-20,3,13.33,0.2,4,0.11,6,0.207,1.5,2.31
link_00995,base,6,-27,3,11.55,0.4,3,0.057,4,0.456,1.5,1.0
link_00996,base,2,-20,4,4.15,0.2,1,0.053,8,0.278,1.5,2.22
link_00997,base,4,-29,2,4.26,0.3,1,0.099,2,0.304,0.5,2.37
link_00998,base,2,-20,3,24.73,0.4,8,0.122,2,0.211,1.0,1.63
link_00999,base,6,-28,2,18.4,0.2,6,0.053,4,0.36,2.0,1.7
link_01000,base,8,-27,5,30.04,0.5,10,0.12,8,0.41,1.0,0.29
link_01001,base,6,-29,3,6.48,0.4,2,0.094,2,0.271,0.5,1.47
link_01002,base,2,-27,3,10.63,0.2,3,0.058,4,0.332,1.5,0.11
link_01003,base,4,-29,3,15.29,0.5,5,0.098,2,0.397,0.5,0.63
link_01004,base,8,-29,3,22.66,0.5,7,0.121,6,0.434,1.5,2.17
link_01005,base,6,-29,2,11.28,0.2,3,0.085,8,0.412,2.0,0.7
link_01006,base,4,-28,4,9.74,0.3,3,0.062,4,0.211,1.0,1.75
link_01007,base,8,-27,2,26.7,0.5,8,0.134,6,0.283,2.0,0.75
link_01008,base,2,-29,5,38.67,0.5,12,0.052,8,0.315,0.5,0.56
link_01009,base,8,-27,4,16.41,0.2,5,0.104,6,0.481,1.5,2.31
link_01010,base,4,-27,4,36.48,0.5,12,0.137,2,0.442,2.0,2.38
link_01011,base,6,-20,5,37.43,0.4,12,0.066,8,0.34,1.0,0.33
link_01012,base,6,-27,3,2.58,0.4,1,0.084,8,0.212,1.5,0.9
link_01013,base,2,-27,4,27.05,0.4,9,0.134,4,0.333,0.5,1.1
link_01014,base,6,-20,3,19.72,0.5,6,0.056,2,0.283,1.5,2.38
link_01015,base,6,-29,4,18.74,0.5,6,0.063,4,0.244,0.5,0.58
link_01016,base,4,-20,4,26.87,0.2,8,0.105,4,0.218,1.5,2.44
link_01017,base,6,-27,3,2.61,0.4,1,0.061,8,0.234,0.5,0.59
link_01018,base,6,-20,2,14.38,0.5,4,0.138,4,0.207,1.5,0.84
link_01019,base,6,-20,4,17.51,0.2,5,0.066,2,0.287,1.0,2.28
link_01020,base,4,-29,4,2.97,0.3,1,0.088,2,0.397,1.0,0.95
link_01021,base,2,-27,3,39.92,0.5,13,0.104,2,0.454,0.5,1.52
link_01022,base,8,-29,4,27.05,0.3,9,0.134,6,0.473,1.5,0.61
link_01023,base,6,-28,5,31.17,0.4,10,0.125,2,0.408,2.0,1.83
link_01024,base,6,-27,4,35.45,0.2,11,0.141,8,0.382,2.0,1.97
link_01025,base,4,-28,5,10.73,0.3,3,0.111,6,0.302,0.5,0.2
link_01026,base,4,-20,3,18.0,0.3,6,0.138,2,0.25,2.0,0.66
link_01027,base,8,-27,3,23.07,0.2,7,0.133,2,0.407,0.5,0.33
link_01028,base,8,-20,4,34.94,0.3,11,0.09,4,0.414,0.5,0.84
link_01029,base,6,-27,2,33.34,0.2,11,0.124,6,0.485,2.0,1.58
link_01030,base,8,-29,5,30.15,0.3,10,0.123,2,0.246,0.5,1.48
link_01031,base,8,-20,4,16.06,0.5,5,0.068,6,0.483,0.5,0.58
link_01032,base,2,-20,4,20.75,0.4,6,0.088,4,0.486,0.5,2.03
link_01033,base,4,-20,4,29.92,0.4,9,0.06,6,0.25,1.5,0.68
link_01034,base,4,-29,4,18.68,0.2,6,0.142,6,0.242,1.0,1.38
link_01035,base,4,-27,2,21.33,0.3,7,0.051,2,0.311,1.5,2.35
link_01036,base,8,-28,5,23.7,0.4,7,0.142,2,0.333,2.0,1.23
link_01037,base,4,-29,2,5.3,0.4,1,0.13,4,0.418,1.5,0.39
link_01038,base,8,-27,4,14.74,0.2,4,0.093,6,0.257,0.5,2.37
link_01039,base,4,-28,5,25.84,0.3,8,0.117,6,0.341,2.0,2.03
link_01040,base,6,-28,3,29.88,0.2,9,0.145,4,0.201,0.5,1.23
link_01041,base,4,-27,5,25.23,0.4,8,0.111,4,0.391,2.0,1.33
link_01042,base,6,-28,4,38.26,0.5,12,0.099,8,0.379,2.0,0.74
link_01043,base,6,-20,5,10.32,0.4,3,0.075,8,0.235,2.0,2.39
link_01044,base,6,-20,3,27.1,0.5,9,0.134,8,0.38,1.0,0.07
link_01045,base,4,-20,2,12.18,0.4,4,0.076,6,0.323,2.0,1.06
link_01046,base,2,-29,5,11.91,0.3,3,0.084,2,0.293,2.0,0.55
link_01047,base,4,-27,4,35.27,0.3,11,0.11,2,0.485,0.5,2.01
link_01048,base,6,-29,2,5.43,0.2,1,0.102,6,0.361,1.0,2.1
link_01049,base,4,-29,3,17.03,0.4,5,0.083,4,0.366,1.0,2.35
link_01050,base,2,-27,5,3.37,0.5,1,0.054,6,0.29,1.0,1.58
link_01051,base,2,-29,2,28.15,0.5,9,0.116,4,0.445,1.5,2.15
link_01052,base,8,-27,2,4.91,0.3,1,0.06,8,0.258,1.5,1.96
link_01053,base,2,-29,4,18.16,0.5,6,0.07,6,0.491,2.0,0.94
link_01054,base,4,-20,4,18.32,0.5,6,0.078,4,0.315,2.0,1.82
link_01055,base,2,-20,3,38.16,0.2,12,0.09,4,0.334,2.0,1.41
link_01056,base,6,-28,2,26.43,0.2,8,0.106,4,0.459,2.0,1.48
link_01057,base,8,-20,3,5.19,0.2,1,0.127,6,0.324,1.5,2.09
link_01058,base,8,-27,4,3.39,0.3,1,0.126,8,0.364,1.5,2.4
link_01059,base,8,-20,2,10.96,0.2,3,0.093,2,0.313,0.5,0.41
link_01060,base,4,-28,5,30.43,0.2,10,0.054,8,0.349,2.0,0.35
link_01061,base,8,-20,2,35.22,0.4,11,0.062,6,0.416,1.5,1.31
link_01062,base,6,-28,3,25.37,0.4,8,0.102,4,0.441,1.5,1.3
link_01063,base,8,-28,4,11.55,0.3,3,0.066,8,0.203,2.0,0.45
link_01064,base,2,-29,3,19.88,0.3,6,0.119,8,0.299,0.5,1.56
link_01065,base,2,-29,3,24.59,0.4,8,0.113,4,0.282,2.0,1.46
link_01066,base,8,-29,3,13.62,0.2,4,0.109,2,0.419,1.5,0.45
link_01067,base,4,-20,4,23.42,0.4,7,0.147,8,0.263,0.5,1.96
link_01068,base,2,-28,3,39.59,0.3,13,0.098,2,0.297,0.5,0.34
link_01069,base,8,-20,4,32.67,0.4,10,0.1,2,0.272,2.0,0.94
link_01070,base,8,-29,4,16.65,0.4,5,0.103,4,0.487,1.5,1.78
link_01071,base,8,-20,4,33.92,0.2,11,0.106,8,0.396,1.0,0.06
link_01072,base,8,-29,5,15.9,0.3,5,0.112,4,0.315,1.0,2.33
link_01073,base,4,-20,4,39.83,0.3,13,0.051,6,0.299,1.5,2.29
link_01074,base,2,-29,2,21.11,0.4,7,0.114,8,0.213,1.5,0.69
link_01075,base,2,-20,5,4.17,0.5,1,0.067,2,0.211,0.5,1.53
link_01076,base,4,-28,2,29.11,0.5,9,0.133,2,0.217,0.5,0.79
link_01077,base,6,-28,2,34.6,0.4,11,0.134,6,0.469,1.0,2.26
link_01078,base,6,-27,5,24.3,0.5,8,0.134,2,0.219,1.0,1.82
link_01079,base,8,-27,4,5.19,0.3,1,0.119,8,0.252,0.5,0.78
link_01080,base,2,-29,5,23.3,0.2,7,0.107,8,0.226,0.5,0.46
link_01081,base,6,-27,3,5.28,0.2,1,0.072,6,0.338,1.0,0.77
link_01082,base,4,-28,4,27.87,0.2,9,0.088,6,0.253,1.0,1.41
link_01083,base,4,-29,3,17.73,0.3,5,0.148,6,0.409,1.5,0.23
link_01084,base,6,-29,5,15.5,0.3,5,0.054,8,0.247,1.0,2.48
link_01085,base,6,-28,4,18.49,0.4,6,0.059,4,0.277,2.0,0.65
link_01086,base,4,-20,3,37.03,0.5,12,0.109,6,0.369,0.5,0.81
link_01087,base,6,-27,3,5.98,0.5,1,0.098,6,0.394,0.5,0.47
link_01088,base,4,-20,3,15.6,0.2,5,0.094,8,0.378,2.0,1.83
link_01089,base,4,-29,4,20.0,0.4,6,0.098,8,0.29,1.0,1.91
link_01090,base,2,-20,5,36.23,0.4,12,0.145,8,0.378,1.0,1.28
link_01091,base,4,-28,3,37.05,0.4,12,0.129,2,0.491,1.5,1.98
link_01092,base,6,-20,5,7.38,0.3,2,0.096,4,0.26,1.0,0.75
link_01093,base,4,-28,5,5.05,0.2,1,0.122,4,0.405,1.5,0.01
link_01094,base,2,-20,5,8.05,0.3,2,0.141,8,0.449,1.0,1.91
link_01095,base,4,-29,3,5.64,0.5,1,0.127,6,0.446,2.0,1.49
link_01096,base,6,-20,2,22.3,0.3,7,0.139,4,0.43,1.5,0.91
link_01097,base,2,-20,2,21.06,0.3,7,0.064,4,0.213,1.5,1.09
link_01098,base,4,-20,3,14.9,0.4,4,0.081,8,0.21,2.0,0.45
link_01099,base,2,-20,2,17.13,0.4,5,0.119,2,0.397,2.0,2.01
link_01100,base,6,-28,5,2.46,0.5,1,0.051,8,0.327,0.5,0.76
link_01101,base,2,-20,4,11.83,0.5,3,0.121,6,0.234,1.0,2.45
link_01102,base,8,-27,3,22.21,0.2,7,0.084,6,0.259,2.0,1.09
link_01103,base,2,-27,5,19.66,0.5,6,0.087,6,0.276,1.5,1.69
link_01104,base,2,-29,3,31.14,0.4,10,0.086,2,0.334,1.5,1.59
link_01105,base,6,-27,5,24.64,0.3,8,0.068,2,0.238,1.0,1.58
link_01106,base,6,-29,5,18.38,0.3,6,0.142,8,0.212,1.5,0.93
link_01107,base,2,-20,2,7.58,0.4,2,0.143,6,0.327,0.5,0.46
link_01108,base,2,-20,2,30.38,0.3,10,0.107,6,0.385,1.0,1.74
link_01109,base,8,-28,5,3.86,0.4,1,0.125,4,0.283,0.5,1.51
link_01110,base,6,-29,2,36.57,0.5,12,0.071,8,0.397,1.5,0.67
link_01111,base,6,-27,3,24.77,0.3,8,0.052,6,0.266,1.5,1.82
link_01112,base,8,-20,4,25.15,0.5,8,0.098,2,0.303,1.5,0.87
link_01113,base,8,-20,3,18.89,0.3,6,0.117,6,0.321,0.5,1.58
link_01114,base,6,-27,3,23.33,0.4,7,0.08,6,0.335,2.0,0.07
link_01115,base,4,-29,5,25.74,0.5,8,0.15,2,0.425,1.5,1.39
link_01116,base,4,-20,3,20.65,0.5,6,0.111,2,0.229,1.0,0.53
link_01117,base,6,-28,3,6.2,0.5,2,0.105,6,0.425,2.0,2.25
link_01118,base,6,-27,4,12.6,0.5,4,0.073,8,0.348,2.0,0.72
link_01119,base,4,-28,5,37.13,0.4,12,0.05,6,0.429,1.0,1.71
link_01120,base,8,-20,5,5.74,0.3,1,0.114,4,0.242,0.5,1.5
link_01121,base,2,-29,3,29.82,0.3,9,0.107,8,0.405,1.5,0.06
link_01122,base,8,-28,3,24.85,0.5,8,0.087,4,0.253,1.0,0.81
link_01123,base,2,-28,5,13.13,0.5,4,0.075,8,0.497,1.0,2.43
link_01124,base,2,-29,3,21.01,0.3,7,0.096,2,0.202,0.5,1.71
link_01125,base,8,-20,2,17.44,0.5,5,0.146,2,0.415,0.5,1.1
link_01126,base,2,-29,5,33.45,0.2,11,0.086,8,0.329,0.5,0.26
link_01127,base,2,-28,4,34.19,0.5,11,0.116,4,0.474,2.0,0.53
link_01128,base,2,-20,5,5.69,0.3,1,0.126,6,0.289,2.0,0.83
link_01129,base,6,-29,2,19.11,0.3,6,0.065,6,0.208,1.5,1.41
link_01130,base,6,-28,4,29.12,0.5,9,0.121,6,0.246,1.0,0.37
link_01131,base,8,-29,3,13.11,0.2,4,0.135,6,0.245,0.5,0.65
link_01132,base,8,-20,3,29.4,0.4,9,0.114,6,0.357,2.0,2.16
link_01133,base,4,-20,3,20.44,0.5,6,0.14,2,0.401,0.5,0.86
link_01134,base,4,-28,4,13.75,0.2,4,0.115,6,0.35,0.5,2.1
link_01135,base,4,-28,4,34.14,0.2,11,0.09,2,0.486,0.5,0.68
link_01136,base,2,-27,5,38.54,0.3,12,0.074,4,0.407,1.0,0.57
link_01137,base,4,-27,4,29.26,0.4,9,0.059,4,0.42,0.5,2.27
link_01138,base,6,-27,3,7.04,0.3,2,0.074,8,0.339,0.5,0.8
link_01139,base,4,-20,2,26.09,0.5,8,0.058,4,0.23,1.0,1.5
link_01140,base,2,-20,2,13.4,0.5,4,0.128,4,0.377,2.0,2.48
link_01141,base,8,-29,5,11.57,0.3,3,0.083,8,0.354,1.5,0.66
link_01142,base,6,-29,4,22.22,0.5,7,0.061,4,0.346,1.5,2.23
link_01143,base,8,-28,3,21.36,0.2,7,0.126,6,0.228,2.0,0.86
link_01144,base,4,-28,2,28.1,0.3,9,0.071,6,0.296,2.0,0.26
link_01145,base,4,-28,4,13.4,0.3,4,0.069,8,0.436,1.0,1.53
link_01146,base,8,-20,4,7.97,0.3,2,0.143,8,0.48,1.5,0.93
link_01147,base,6,-29,5,13.64,0.4,4,0.093,8,0.429,0.5,1.91
link_01148,base,8,-29,3,17.36,0.5,5,0.127,2,0.446,1.0,0.52
link_01149,base,6,-29,2,29.23,0.4,9,0.093,8,0.298,1.0,1.99
link_01150,base,8,-29,2,25.47,0.2,8,0.074,6,0.417,2.0,2.38
link_01151,base,8,-20,3,37.97,0.4,12,0.149,8,0.218,0.5,1.6
link_01152,base,6,-20,4,12.49,0.2,4,0.097,2,0.297,2.0,2.06
link_01153,base,6,-28,2,35.21,0.5,11,0.075,6,0.367,1.5,1.72
link_01154,base,2,-29,4,7.34,0.5,2,0.125,4,0.255,2.0,0.57
link_01155,base,4,-29,4,15.76,0.2,5,0.064,8,0.328,2.0,2.0
link_01156,base,2,-29,2,33.6,0.5,11,0.15,6,0.437,2.0,0.71
link_01157,base,2,-27,2,14.68,0.2,4,0.103,2,0.372,2.0,1.53
link_01158,base,2,-20,4,39.73,0.5,13,0.095,4,0.395,0.5,0.45
link_01159,base,8,-20,2,23.86,0.5,7,0.107,2,0.387,2.0,0.05
link_01160,base,8,-28,4,10.56,0.3,3,0.108,6,0.36,1.0,1.92
link_01161,base,6,-28,3,23.83,0.3,7,0.071,4,0.23,0.5,1.95
link_01162,base,2,-29,4,22.52,0.3,7,0.116,4,0.291,2.0,2.48
link_01163,base,4,-29,2,10.85,0.3,3,0.138,8,0.237,2.0,0.06
link_01164,base,4,-20,2,34.97,0.5,11,0.094,4,0.262,2.0,1.48
link_01165,base,4,-27,3,6.74,0.3,2,0.062,8,0.422,1.5,1.87
link_01166,base,4,-28,2,14.04,0.4,4,0.098,2,0.483,0.5,0.02
link_01167,base,8,-27,4,32.53,0.4,10,0.145,2,0.33,1.5,0.57
link_01168,base,8,-20,2,28.65,0.4,9,0.123,6,0.214,1.0,0.44
link_01169,base,4,-28,5,2.35,0.2,1,0.056,4,0.46,1.5,0.93
link_01170,base,4,-20,3,17.77,0.3,5,0.144,4,0.423,1.0,0.91
link_01171,base,4,-27,5,37.15,0.3,12,0.081,6,0.473,1.5,1.55
link_01172,base,2,-29,2,3.08,0.5,1,0.053,4,0.474,0.5,1.35
link_01173,base,4,-28,2,30.98,0.2,10,0.085,4,0.228,0.5,0.28
link_01174,base,8,-20,3,20.08,0.2,6,0.081,8,0.47,1.5,0.32
link_01175,base,6,-27,5,26.94,0.5,8,0.125,4,0.238,1.0,2.01
link_01176,base,2,-27,5,7.42,0.4,2,0.139,2,0.275,1.5,0.46
link_01177,base,6,-20,4,27.06,0.3,9,0.083,6,0.398,0.5,1.87
link_01178,base,2,-28,3,32.39,0.2,10,0.064,2,0.451,1.0,0.4
link_01179,base,8,-20,4,14.26,0.3,4,0.113,8,0.336,1.0,1.13
link_01180,base,8,-27,4,11.99,0.4,3,0.084,4,0.277,2.0,1.93
link_01181,base,2,-29,4,19.34,0.2,6,0.128,8,0.393,1.0,0.24
link_01182,base,2,-27,4,39.05,0.3,13,0.137,6,0.336,0.5,2.42
link_01183,base,4,-20,3,38.92,0.3,12,0.134,4,0.433,1.0,1.83
link_01184,base,4,-27,4,15.45,0.3,5,0.119,4,0.312,0.5,1.7
link_01185,base,4,-28,5,26.13,0.3,8,0.078,8,0.289,2.0,2.23
link_01186,base,4,-29,2,19.78,0.2,6,0.075,6,0.263,0.5,0.15
link_01187,base,4,-20,3,17.59,0.3,5,0.089,4,0.394,2.0,1.48
link_01188,base,6,-27,3,11.45,0.4,3,0.064,8,0.237,1.0,0.51
link_01189,base,6,-29,2,7.41,0.2,2,0.102,2,0.431,2.0,0.58
link_01190,base,2,-20,3,18.65,0.2,6,0.138,6,0.463,0.5,0.95
link_01191,base,2,-20,5,35.86,0.3,11,0.138,8,0.428,1.0,1.31
link_01192,base,6,-28,5,5.37,0.5,1,0.092,2,0.46,1.5,2.11
link_01193,base,6,-29,5,29.83,0.4,9,0.148,2,0.204,2.0,0.61
link_01194,base,8,-29,2,20.81,0.5,6,0.106,8,0.382,2.0,0.11
link_01195,base,2,-27,2,6.1,0.3,2,0.086,8,0.445,0.5,0.87
link_01196,base,8,-27,5,31.95,0.5,10,0.117,2,0.265,1.0,0.06
link_01197,base,2,-29,5,37.95,0.2,12,0.123,6,0.308,1.5,0.88
link_01198,base,6,-20,2,38.69,0.4,12,0.096,6,0.431,1.0,0.52
link_01199,base,6,-20,4,31.29,0.3,10,0.134,2,0.3,1.0,0.79
link_01200,base,2,-20,4,13.62,0.5,4,0.114,8,0.261,2.0,0.88
link_01201,base,6,-28,3,32.62,0.4,10,0.052,4,0.375,1.5,1.89
link_01202,base,8,-27,3,22.45,0.2,7,0.059,8,0.456,1.0,1.79
link_01203,base,8,-28,5,22.25,0.2,7,0.135,6,0.384,0.5,0.81
link_01204,base,2,-28,3,10.54,0.4,3,0.053,4,0.45,1.0,0.61
link_01205,base,4,-28,2,10.58,0.4,3,0.074,2,0.457,2.0,2.09
link_01206,base,4,-20,3,17.75,0.5,5,0.113,8,0.424,1.5,2.01
link_01207,base,6,-29,3,12.02,0.4,4,0.104,2,0.487,1.0,0.8
link_01208,base,4,-28,2,33.44,0.5,11,0.104,2,0.442,1.0,1.8
link_01209,base,4,-20,4,29.27,0.2,9,0.096,8,0.349,2.0,0.16
link_01210,base,2,-20,2,39.84,0.4,13,0.098,4,0.219,1.5,0.16
link_01211,base,6,-27,5,29.32,0.5,9,0.12,4,0.496,1.0,1.65
link_01212,base,6,-29,3,13.77,0.5,4,0.064,6,0.459,0.5,1.78
link_01213,base,2,-27,2,15.62,0.5,5,0.123,4,0.275,1.0,2.09
link_01214,base,8,-27,4,3.12,0.2,1,0.059,8,0.372,2.0,2.01
link_01215,base,8,-28,4,16.49,0.3,5,0.06,6,0.253,2.0,2.2
link_01216,base,4,-29,5,20.99,0.3,6,0.073,2,0.302,0.5,1.31
link_01217,base,2,-27,4,2.78,0.2,1,0.067,2,0.201,2.0,0.77
link_01218,base,6,-27,3,32.4,0.3,10,0.114,8,0.255,1.0,2.44
link_01219,base,4,-29,3,5.68,0.5,1,0.121,4,0.352,2.0,0.08
link_01220,base,2,-29,4,3.47,0.2,1,0.085,4,0.377,1.0,2.25
link_01221,base,4,-29,5,20.91,0.5,6,0.128,2,0.401,0.5,0.85
link_01222,base,4,-20,3,15.9,0.5,5,0.054,2,0.475,2.0,2.03
link_01223,base,2,-27,4,36.57,0.5,12,0.126,4,0.285,1.0,1.12
link_01224,base,8,-20,5,9.53,0.5,3,0.058,2,0.347,1.5,1.4
link_01225,base,6,-20,4,25.17,0.2,8,0.103,2,0.256,0.5,0.77
link_01226,base,4,-29,2,24.32,0.2,8,0.055,6,0.315,1.5,2.41
link_01227,base,8,-28,4,3.99,0.2,1,0.141,2,0.337,1.0,2.23
link_01228,base,2,-28,5,29.07,0.3,9,0.107,2,0.214,2.0,0.52
link_01229,base,6,-27,3,28.2,0.4,9,0.148,8,0.448,1.5,2.29
link_01230,base,4,-28,3,17.27,0.4,5,0.138,8,0.404,1.5,0.51
link_01231,base,6,-20,2,35.39,0.5,11,0.132,8,0.283,1.0,2.04
link_01232,base,2,-20,2,20.55,0.5,6,0.063,4,0.221,0.5,0.29
link_01233,base,8,-27,3,36.28,0.4,12,0.067,6,0.487,2.0,0.71
link_01234,base,6,-27,2,12.88,0.5,4,0.132,4,0.485,2.0,0.5
link_01235,base,2,-20,5,21.69,0.2,7,0.061,2,0.45,1.0,0.21
link_01236,base,2,-28,5,28.36,0.4,9,0.094,4,0.333,0.5,1.66
link_01237,base,4,-28,4,21.14,0.2,7,0.107,4,0.302,1.5,2.3
link_01238,base,4,-27,5,15.3,0.5,5,0.065,6,0.352,1.0,0.46
link_01239,base,8,-27,5,9.38,0.2,3,0.134,6,0.367,1.0,1.37
link_01240,base,2,-27,5,14.07,0.2,4,0.112,4,0.417,1.5,0.93
link_01241,base,2,-28,2,7.45,0.5,2,0.05,2,0.444,0.5,2.14
link_01242,base,2,-27,2,30.96,0.5,10,0.144,8,0.285,2.0,1.12
link_01243,base,8,-29,4,30.43,0.5,10,0.098,4,0.336,1.5,0.56
link_01244,base,4,-20,4,12.9,0.3,4,0.087,2,0.33,1.5,0.36
link_01245,base,4,-20,3,19.48,0.4,6,0.071,8,0.326,2.0,1.15
link_01246,base,8,-20,4,19.19,0.4,6,0.083,8,0.24,1.0,0.62
link_01247,base,4,-29,5,29.08,0.5,9,0.087,6,0.264,1.0,1.18
link_01248,base,8,-29,5,22.63,0.2,7,0.07,6,0.366,1.0,1.65
link_01249,base,8,-28,5,37.61,0.2,12,0.119,8,0.37,1.0,0.68
link_01250,base,4,-20,3,30.35,0.3,10,0.091,8,0.274,1.0,1.91
link_01251,base,2,-27,2,20.49,0.2,6,0.052,2,0.299,0.5,0.78
link_01252,base,4,-28,3,36.27,0.4,12,0.134,6,0.387,1.5,1.46
link_01253,base,8,-29,3,33.47,0.4,11,0.08,4,0.47,1.0,0.41
link_01254,base,8,-28,5,6.5,0.4,2,0.119,4,0.493,1.0,2.27
link_01255,base,2,-28,5,5.69,0.5,1,0.088,4,0.43,1.5,2.33
link_01256,base,4,-20,2,24.23,0.5,8,0.145,6,0.466,0.5,2.22
link_01257,base,4,-29,5,4.62,0.3,1,0.061,4,0.488,1.5,0.73
link_01258,base,2,-29,5,32.13,0.2,10,0.112,8,0.498,1.5,2.13
link_01259,base,6,-27,5,9.3,0.4,3,0.141,2,0.395,1.5,0.66
link_01260,base,6,-27,4,39.85,0.5,13,0.116,6,0.365,1.0,2.18
link_01261,base,2,-27,4,37.21,0.5,12,0.07,8,0.314,0.5,1.74
link_01262,base,8,-29,4,12.27,0.5,4,0.091,6,0.24,1.5,1.8
link_01263,base,8,-29,4,22.99,0.2,7,0.141,2,0.442,1.5,2.15
link_01264,base,2,-28,2,36.04,0.3,12,0.057,6,0.219,1.0,1.95
link_01265,base,2,-27,4,34.82,0.2,11,0.066,8,0.389,1.5,1.97
link_01266,base,2,-27,3,6.02,0.3,2,0.142,2,0.256,0.5,0.01
link_01267,base,4,-28,2,32.08,0.2,10,0.089,4,0.343,1.0,1.77
link_01268,base,4,-20,4,20.82,0.2,6,0.094,2,0.224,1.0,0.66
link_01269,base,4,-27,2,35.37,0.3,11,0.069,6,0.427,1.0,0.41
link_01270,base,6,-20,4,26.14,0.3,8,0.093,6,0.421,0.5,1.64
link_01271,base,6,-29,3,38.79,0.2,12,0.056,8,0.303,0.5,1.55
link_01272,base,2,-20,2,33.07,0.2,11,0.082,6,0.409,0.5,1.42
link_01273,base,6,-20,4,29.63,0.5,9,0.087,6,0.429,1.5,1.36
link_01274,base,4,-28,2,30.31,0.4,10,0.091,8,0.297,2.0,1.16
link_01275,base,8,-28,3,36.17,0.5,12,0.092,2,0.462,1.5,0.95
link_01276,base,4,-20,4,35.07,0.2,11,0.093,4,0.245,1.0,0.54
link_01277,base,8,-28,4,2.62,0.4,1,0.07,8,0.318,1.5,2.07
link_01278,base,6,-28,3,34.44,0.5,11,0.111,8,0.33,1.0,1.22
link_01279,base,6,-27,2,27.3,0.4,9,0.121,6,0.242,2.0,2.01
link_01280,base,2,-29,3,17.82,0.4,5,0.113,8,0.383,1.0,1.32
link_01281,base,6,-28,4,14.96,0.5,4,0.056,8,0.311,1.0,0.52
link_01282,base,4,-29,5,14.4,0.4,4,0.105,6,0.409,1.0,2.41
link_01283,base,4,-28,3,31.7,0.5,10,0.106,2,0.294,0.5,0.96
link_01284,base,6,-27,5,7.64,0.5,2,0.11,6,0.22,2.0,1.94
link_01285,base,6,-28,4,32.07,0.2,10,0.097,4,0.39,1.5,0.89
link_01286,base,4,-29,4,25.58,0.5,8,0.149,4,0.447,1.0,2.39
link_01287,base,2,-29,2,24.71,0.3,8,0.102,6,0.274,2.0,1.06
link_01288,base,2,-29,4,33.11,0.3,11,0.064,2,0.209,2.0,0.2
link_01289,base,4,-20,5,19.67,0.3,6,0.109,6,0.232,1.5,1.14
link_01290,base,8,-29,3,9.52,0.3,3,0.082,2,0.237,1.5,1.38
link_01291,base,6,-20,2,16.02,0.5,5,0.115,8,0.253,0.5,1.61
link_01292,base,2,-27,3,14.31,0.5,4,0.056,2,0.242,0.5,1.31
link_01293,base,4,-27,4,37.72,0.4,12,0.084,8,0.303,0.5,1.23
link_01294,base,8,-20,3,22.71,0.2,7,0.131,8,0.248,1.5,0.57
link_01295,base,2,-27,3,4.15,0.5,1,0.054,4,0.428,1.0,2.39
link_01296,base,6,-29,5,7.23,0.5,2,0.052,6,0.348,2.0,1.38
link_01297,base,2,-28,3,3.52,0.5,1,0.051,2,0.374,1.5,1.27
link_01298,base,8,-28,3,33.5,0.2,11,0.142,6,0.28,1.5,1.28
link_01299,base,4,-29,4,8.07,0.3,2,0.083,6,0.318,1.5,1.13
link_01300,base,8,-28,3,18.93,0.2,6,0.054,2,0.423,1.0,0.5
link_01301,base,6,-28,4,23.67,0.4,7,0.096,4,0.37,1.5,0.54
link_01302,base,2,-28,3,2.9,0.4,1,0.071,8,0.416,2.0,2.46
link_01303,base,4,-20,5,24.87,0.4,8,0.13,4,0.223,0.5,2.21
link_01304,base,2,-27,4,34.4,0.2,11,0.08,8,0.419,1.0,0.24
link_01305,base,4,-20,4,15.99,0.2,5,0.078,2,0.289,0.5,2.25
link_01306,base,6,-20,3,13.48,0.2,4,0.142,2,0.464,2.0,0.44
link_01307,base,4,-20,4,6.28,0.4,2,0.052,8,0.219,1.0,0.54
link_01308,base,8,-27,2,17.11,0.5,5,0.093,8,0.324,0.5,1.44
link_01309,base,2,-29,4,3.67,0.5,1,0.07,6,0.207,1.5,2.41
link_01310,base,8,-27,2,9.15,0.5,3,0.106,8,0.438,0.5,0.72
link_01311,base,6,-20,5,5.36,0.3,1,0.087,6,0.418,1.0,0.8
link_01312,base,8,-28,5,26.29,0.4,8,0.097,6,0.43,1.0,2.04
link_01313,base,8,-20,4,30.56,0.5,10,0.059,6,0.465,1.5,2.31
link_01314,base,8,-28,2,26.53,0.4,8,0.101,4,0.38,1.0,2.13
link_01315,base,4,-20,2,23.8,0.5,7,0.138,2,0.356,0.5,0.64
link_01316,base,4,-28,4,22.92,0.5,7,0.062,6,0.365,2.0,1.31
link_01317,base,4,-29,5,33.14,0.2,11,0.073,8,0.247,1.0,1.79
link_01318,base,2,-20,3,35.94,0.2,11,0.119,6,0.273,2.0,0.76
